"Source";"Target";"weight";"first_year";"last_year";"Fryslân";"Gelderland";"Limburg";"Noord-Holland";"Overijssel";"UGV";"Zuid-Holland";"Noord-Brabant";"Drenthe";"Groningen";"Zeeland";"Flevoland";"frac_Fryslân";"frac_Gelderland";"frac_Limburg";"frac_Noord-Holland";"frac_Overijssel";"frac_UGV";"frac_Zuid-Holland";"frac_Noord-Brabant";"frac_Drenthe";"frac_Groningen";"frac_Zeeland";"frac_Flevoland"
"A01B";"A01C";14;"2014";"2023";2;3;1;2;4;1;1;0;0;0;0;0;0.142857142857143;0.214285714285714;0.0714285714285714;0.142857142857143;0.285714285714286;0.0714285714285714;0.0714285714285714;0;0;0;0;0
"A01B";"A01D";49;"2013";"2024";1;0;4;2;1;5;29;7;0;0;0;0;0.0204081632653061;0;0.0816326530612245;0.0408163265306122;0.0204081632653061;0.102040816326531;0.591836734693878;0.142857142857143;0;0;0;0
"A01B";"A01F";4;"2018";"2023";0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0.25;0;0;0.5;0.25;0;0;0;0
"A01B";"A01G";8;"2015";"2024";0;2;2;2;0;0;1;0;1;0;0;0;0;0.25;0.25;0.25;0;0;0.125;0;0.125;0;0;0
"A01B";"A01K";7;"2014";"2023";0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0.571428571428571;0.428571428571429;0;0;0;0
"A01B";"A01M";13;"2013";"2023";1;4;4;1;2;0;1;0;0;0;0;0;0.0769230769230769;0.307692307692308;0.307692307692308;0.0769230769230769;0.153846153846154;0;0.0769230769230769;0;0;0;0;0
"A01B";"A23J";1;"2022";"2022";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01B";"A23N";1;"2022";"2022";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01B";"B01L";2;"2022";"2022";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0.5;0;0;0.5;0;0
"A01B";"B25F";1;"2022";"2022";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01B";"B60D";5;"2016";"2019";0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0.2;0;0.8;0;0;0;0;0
"A01B";"B60G";1;"2020";"2020";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01B";"B60K";2;"2020";"2023";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01B";"B60P";6;"2014";"2024";0;0;4;0;0;0;2;0;0;0;0;0;0;0;0.666666666666667;0;0;0;0.333333333333333;0;0;0;0;0
"A01B";"B60R";1;"2018";"2018";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"A01B";"B60S";1;"2024";"2024";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"A01B";"B60W";3;"2016";"2024";0;0;2;0;0;0;0;1;0;0;0;0;0;0;0.666666666666667;0;0;0;0;0.333333333333333;0;0;0;0
"A01B";"B62D";9;"2014";"2024";1;0;1;0;0;1;1;5;0;0;0;0;0.111111111111111;0;0.111111111111111;0;0;0.111111111111111;0.111111111111111;0.555555555555556;0;0;0;0
"A01B";"B64F";1;"2016";"2016";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01B";"C08K";1;"2022";"2022";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01B";"C09B";2;"2022";"2022";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0.5;0;0;0.5;0;0
"A01B";"C12M";2;"2022";"2022";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0.5;0;0;0.5;0;0
"A01B";"C12Q";2;"2022";"2022";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0.5;0;0;0.5;0;0
"A01B";"E01C";1;"2024";"2024";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01B";"E02F";4;"2013";"2020";1;1;0;1;0;0;0;1;0;0;0;0;0.25;0.25;0;0.25;0;0;0;0.25;0;0;0;0
"A01B";"E21B";1;"2017";"2017";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01B";"F16F";1;"2015";"2015";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"A01B";"F16H";1;"2013";"2013";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01B";"F16L";1;"2019";"2019";0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"A01B";"F16P";2;"2023";"2024";0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"A01B";"F24F";1;"2015";"2015";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01B";"G01C";1;"2017";"2017";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01B";"G01D";2;"2015";"2019";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01B";"G01G";1;"2019";"2019";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01B";"G01N";2;"2022";"2022";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0.5;0;0;0.5;0;0
"A01B";"G05B";7;"2015";"2024";0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01B";"G05D";11;"2016";"2024";0;0;5;2;0;0;3;1;0;0;0;0;0;0;0.454545454545455;0.181818181818182;0;0;0.272727272727273;0.0909090909090909;0;0;0;0
"A01B";"G06F";3;"2015";"2019";0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01B";"G06Q";1;"2024";"2024";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01B";"G08G";1;"2023";"2023";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01B";"G10L";2;"2017";"2020";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01B";"H02G";1;"2019";"2019";0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"A01B";"H04L";2;"2021";"2024";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01C";"A01D";12;"2013";"2023";0;0;7;2;0;0;3;0;0;0;0;0;0;0;0.583333333333333;0.166666666666667;0;0;0.25;0;0;0;0;0
"A01C";"A01F";3;"2016";"2023";0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01C";"A01G";46;"2013";"2024";0;7;7;6;0;0;17;5;2;1;1;0;0;0.152173913043478;0.152173913043478;0.130434782608696;0;0;0.369565217391304;0.108695652173913;0.0434782608695652;0.0217391304347826;0.0217391304347826;0
"A01C";"A01H";13;"2013";"2021";0;0;9;0;1;0;2;0;0;0;1;0;0;0;0.692307692307692;0;0.0769230769230769;0;0.153846153846154;0;0;0;0.0769230769230769;0
"A01C";"A01K";10;"2015";"2023";0;0;0;4;0;0;6;0;0;0;0;0;0;0;0;0.4;0;0;0.6;0;0;0;0;0
"A01C";"A01M";36;"2014";"2024";0;16;10;2;4;0;3;1;0;0;0;0;0;0.444444444444444;0.277777777777778;0.0555555555555556;0.111111111111111;0;0.0833333333333333;0.0277777777777778;0;0;0;0
"A01C";"A01N";15;"2014";"2024";0;3;0;7;0;0;3;2;0;0;0;0;0;0.2;0;0.466666666666667;0;0;0.2;0.133333333333333;0;0;0;0
"A01C";"A01P";2;"2014";"2016";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01C";"A23B";7;"2014";"2022";0;4;0;0;0;0;3;0;0;0;0;0;0;0.571428571428571;0;0;0;0;0.428571428571429;0;0;0;0;0
"A01C";"A23D";2;"2015";"2021";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01C";"A23K";5;"2013";"2014";0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"A01C";"A23L";13;"2013";"2022";0;0;8;0;0;0;3;2;0;0;0;0;0;0;0.615384615384615;0;0;0;0.230769230769231;0.153846153846154;0;0;0;0
"A01C";"A23N";2;"2022";"2024";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01C";"A23P";1;"2022";"2022";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01C";"A47L";1;"2020";"2020";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01C";"B01D";6;"2021";"2023";0;0;0;4;1;0;1;0;0;0;0;0;0;0;0;0.666666666666667;0.166666666666667;0;0.166666666666667;0;0;0;0;0
"A01C";"B01F";3;"2018";"2023";0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"A01C";"B01J";2;"2016";"2018";0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"A01C";"B03C";1;"2015";"2015";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01C";"B05B";2;"2016";"2019";0;1;1;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0;0;0;0;0;0;0
"A01C";"B07C";6;"2018";"2022";0;2;0;2;0;0;2;0;0;0;0;0;0;0.333333333333333;0;0.333333333333333;0;0;0.333333333333333;0;0;0;0;0
"A01C";"B25J";2;"2016";"2021";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01C";"B60B";2;"2015";"2017";0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"A01C";"B60K";1;"2016";"2016";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"A01C";"B62D";2;"2016";"2023";0;0;1;0;1;0;0;0;0;0;0;0;0;0;0.5;0;0.5;0;0;0;0;0;0;0
"A01C";"B64D";2;"2016";"2022";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0;0
"A01C";"B65D";5;"2014";"2022";0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01C";"B65G";2;"2022";"2024";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01C";"C02F";10;"2014";"2024";1;4;0;4;0;0;0;1;0;0;0;0;0.1;0.4;0;0.4;0;0;0;0.1;0;0;0;0
"A01C";"C05B";6;"2022";"2024";0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0.166666666666667;0;0;0;0.833333333333333;0;0;0;0
"A01C";"C05C";8;"2015";"2024";0;1;0;0;0;0;1;6;0;0;0;0;0;0.125;0;0;0;0;0.125;0.75;0;0;0;0
"A01C";"C05D";4;"2022";"2024";0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01C";"C05F";15;"2013";"2024";0;4;0;5;1;0;2;3;0;0;0;0;0;0.266666666666667;0;0.333333333333333;0.0666666666666667;0;0.133333333333333;0.2;0;0;0;0
"A01C";"C05G";7;"2014";"2024";0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0.142857142857143;0;0;0;0.857142857142857;0;0;0;0
"A01C";"C07D";1;"2024";"2024";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01C";"C08B";1;"2017";"2017";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01C";"C08K";3;"2019";"2023";0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01C";"C08L";3;"2019";"2023";0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01C";"C09B";1;"2022";"2022";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01C";"C09D";3;"2019";"2023";0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01C";"C11B";2;"2015";"2021";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01C";"C12M";1;"2016";"2016";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"A01C";"C12N";12;"2013";"2022";0;3;9;0;0;0;0;0;0;0;0;0;0;0.25;0.75;0;0;0;0;0;0;0;0;0
"A01C";"C12R";3;"2014";"2022";0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"A01C";"D05C";2;"2017";"2019";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01C";"D21C";1;"2017";"2017";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01C";"E01C";5;"2016";"2019";0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0.8;0.2;0;0;0;0;0;0;0
"A01C";"E01H";3;"2016";"2020";0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0.333333333333333;0;0.666666666666667;0;0;0;0;0
"A01C";"E02F";2;"2022";"2023";0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0;0;0;0;0
"A01C";"E04B";1;"2016";"2016";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"A01C";"E04D";1;"2015";"2015";0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"A01C";"E04H";1;"2016";"2016";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"A01C";"F04D";1;"2016";"2016";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"A01C";"F16K";1;"2016";"2016";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"A01C";"F16L";1;"2019";"2019";0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"A01C";"F17D";1;"2019";"2019";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
"A01C";"F26B";4;"2015";"2018";0;3;0;0;0;0;0;1;0;0;0;0;0;0.75;0;0;0;0;0;0.25;0;0;0;0
"A01C";"G01B";2;"2017";"2020";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"A01C";"G01F";2;"2020";"2023";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01C";"G01G";3;"2019";"2023";0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01C";"G01N";11;"2016";"2021";0;1;0;1;0;4;2;0;0;2;0;1;0;0.0909090909090909;0;0.0909090909090909;0;0.363636363636364;0.181818181818182;0;0;0.181818181818182;0;0.0909090909090909
"A01C";"G05D";3;"2021";"2023";0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0.666666666666667;0;0;0.333333333333333;0;0;0;0;0
"A01C";"G06K";2;"2016";"2021";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01C";"G06N";1;"2022";"2022";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01C";"G06Q";2;"2016";"2018";0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"A01C";"G06T";2;"2021";"2022";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01C";"G06V";1;"2021";"2021";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01C";"G09F";1;"2021";"2021";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01C";"H04N";1;"2021";"2021";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01D";"A01F";35;"2014";"2024";0;0;0;1;1;0;23;9;0;1;0;0;0;0;0;0.0285714285714286;0.0285714285714286;0;0.657142857142857;0.257142857142857;0;0.0285714285714286;0;0
"A01D";"A01G";46;"2013";"2024";0;8;14;2;2;1;9;10;0;0;0;0;0;0.173913043478261;0.304347826086957;0.0434782608695652;0.0434782608695652;0.0217391304347826;0.195652173913043;0.217391304347826;0;0;0;0
"A01D";"A01H";11;"2013";"2023";0;0;7;1;0;0;2;1;0;0;0;0;0;0;0.636363636363636;0.0909090909090909;0;0;0.181818181818182;0.0909090909090909;0;0;0;0
"A01D";"A01K";11;"2017";"2022";0;0;0;0;1;0;10;0;0;0;0;0;0;0;0;0;0.0909090909090909;0;0.909090909090909;0;0;0;0;0
"A01D";"A01M";3;"2019";"2024";1;0;0;0;1;0;0;1;0;0;0;0;0.333333333333333;0;0;0;0.333333333333333;0;0;0.333333333333333;0;0;0;0
"A01D";"A23J";1;"2022";"2022";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01D";"A23K";4;"2013";"2014";0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"A01D";"A23L";8;"2013";"2014";0;0;6;1;0;0;1;0;0;0;0;0;0;0;0.75;0.125;0;0;0.125;0;0;0;0;0
"A01D";"A23N";8;"2017";"2023";1;0;1;0;0;0;3;3;0;0;0;0;0.125;0;0.125;0;0;0;0.375;0.375;0;0;0;0
"A01D";"A46B";2;"2022";"2023";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"A01D";"A61B";2;"2017";"2019";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01D";"B02C";2;"2016";"2017";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01D";"B07B";2;"2019";"2019";0;1;0;0;0;0;0;1;0;0;0;0;0;0.5;0;0;0;0;0;0.5;0;0;0;0
"A01D";"B25F";1;"2022";"2022";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01D";"B25G";1;"2020";"2020";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01D";"B25J";15;"2016";"2024";0;2;1;0;0;0;9;3;0;0;0;0;0;0.133333333333333;0.0666666666666667;0;0;0;0.6;0.2;0;0;0;0
"A01D";"B26B";1;"2020";"2020";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01D";"B60B";1;"2024";"2024";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01D";"B60G";1;"2020";"2020";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01D";"B60P";10;"2015";"2019";0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01D";"B62D";4;"2013";"2024";0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0;0
"A01D";"B65B";4;"2017";"2023";0;0;1;1;0;0;0;2;0;0;0;0;0;0;0.25;0.25;0;0;0;0.5;0;0;0;0
"A01D";"B65G";4;"2019";"2024";0;1;0;0;0;0;0;2;0;1;0;0;0;0.25;0;0;0;0;0;0.5;0;0.25;0;0
"A01D";"B66C";1;"2013";"2013";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01D";"B66F";3;"2022";"2022";0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0.666666666666667;0.333333333333333;0;0;0;0
"A01D";"C07K";1;"2014";"2014";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01D";"C08K";1;"2022";"2022";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01D";"C11B";1;"2014";"2014";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01D";"C12M";1;"2023";"2023";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01D";"C12N";10;"2013";"2014";0;0;7;1;0;0;1;1;0;0;0;0;0;0;0.7;0.1;0;0;0.1;0.1;0;0;0;0
"A01D";"C12Q";2;"2013";"2013";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0;0
"A01D";"E01H";2;"2019";"2024";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0;0;0
"A01D";"E02F";2;"2013";"2016";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01D";"F16B";1;"2013";"2013";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01D";"F16D";1;"2024";"2024";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01D";"F16L";1;"2024";"2024";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"A01D";"F16N";1;"2016";"2016";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01D";"F16P";2;"2023";"2024";0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"A01D";"G01N";4;"2016";"2023";0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01D";"G05B";1;"2023";"2023";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01D";"G05D";4;"2016";"2023";0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0.75;0.25;0;0;0;0
"A01D";"G06F";1;"2018";"2018";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"A01D";"G06K";2;"2018";"2019";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01D";"G06Q";2;"2019";"2023";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01D";"G06V";1;"2023";"2023";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01D";"G08B";2;"2017";"2019";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01D";"G08G";1;"2023";"2023";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01D";"H04L";1;"2019";"2019";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01F";"A01G";2;"2017";"2023";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01F";"A01K";32;"2013";"2024";0;0;0;0;12;0;13;7;0;0;0;0;0;0;0;0;0.375;0;0.40625;0.21875;0;0;0;0
"A01F";"A01N";1;"2017";"2017";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01F";"A23K";2;"2018";"2020";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01F";"A61J";2;"2013";"2017";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"A01F";"B01F";1;"2020";"2020";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01F";"B02C";4;"2015";"2017";0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01F";"B08B";2;"2014";"2015";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01F";"B23D";3;"2014";"2020";0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0.666666666666667;0;0.333333333333333;0;0;0;0;0
"A01F";"B24B";5;"2017";"2023";0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01F";"B25J";2;"2018";"2018";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01F";"B26D";3;"2016";"2020";0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0.666666666666667;0;0;0.333333333333333;0;0;0;0
"A01F";"B27B";1;"2017";"2017";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"A01F";"B29C";4;"2013";"2019";0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0.75;0;0;0.25;0;0;0;0
"A01F";"B29K";1;"2016";"2016";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"A01F";"B30B";23;"2013";"2024";0;0;0;0;0;0;9;12;0;2;0;0;0;0;0;0;0;0;0.391304347826087;0.521739130434783;0;0.0869565217391304;0;0
"A01F";"B32B";7;"2013";"2020";0;0;0;0;3;0;0;4;0;0;0;0;0;0;0;0;0.428571428571429;0;0;0.571428571428571;0;0;0;0
"A01F";"B60W";1;"2016";"2016";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"A01F";"B65B";37;"2013";"2023";0;0;0;0;1;0;21;13;0;2;0;0;0;0;0;0;0.027027027027027;0;0.567567567567568;0.351351351351351;0;0.0540540540540541;0;0
"A01F";"B65D";5;"2016";"2020";0;0;1;0;0;0;0;4;0;0;0;0;0;0;0.2;0;0;0;0;0.8;0;0;0;0
"A01F";"B65G";2;"2016";"2020";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"A01F";"B65H";1;"2020";"2020";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01F";"B66C";7;"2015";"2020";0;0;0;0;4;0;3;0;0;0;0;0;0;0;0;0;0.571428571428571;0;0.428571428571429;0;0;0;0;0
"A01F";"B66F";1;"2022";"2022";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01F";"C08F";2;"2018";"2020";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01F";"C08J";1;"2015";"2015";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01F";"C08L";3;"2015";"2020";0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"A01F";"D07B";2;"2016";"2017";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
